Scheduled Principal,Curtailments,Curtailment Adjustments,Prepayment,Repurchase Principal,Other Principal Adjustments,Liquidation Principal,Principal Losses
57.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33.25,50.0,0.0,0.0,0.0,0.0,0.0,0.0
74.81,0.2,0.0,0.0,0.0,0.0,0.0,0.0
117.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,106989.73,0.0,0.0,0.0,0.0
13.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0.0,-0.01,0.0,0.0,0.0,0.0,0.0
11.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275.8,0.06,0.0,0.0,0.0,0.0,0.0,0.0
104.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,142000.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0
600.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78.05,0.0,0.0,115814.29,0.0,0.0,0.0,0.0
88.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48.16,1.0,0.01,0.0,0.0,0.0,0.0,0.0
10.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157.75,500.0,0.0,0.0,0.0,0.0,0.0,0.0
71.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0
371.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60.94,25.95,0.0,0.0,0.0,0.0,0.0,0.0
224.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.03,53.98,0.03,0.0,0.0,0.0,0.0,0.0
144.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78.49,37.07,0.0,0.0,0.0,0.0,0.0,0.0
78.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76.1,40.0,0.0,0.0,0.0,0.0,0.0,0.0
909.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,180329.7,0.0,0.0,0.0,0.0
9.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.82,50.0,0.0,0.0,0.0,0.0,0.0,0.0
182.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0.0,-0.01,0.0,0.0,0.0,0.0,0.0
37.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
402.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101.39,0.0,0.01,0.0,0.0,0.0,0.0,0.0
55.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0
14.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54.41,380.74,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0.0,-0.01,0.0,0.0,0.0,0.0,0.0
88.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,92.84,0.0,0.0,0.0,0.0,0.0,0.0
71.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
322.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0
555.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50.28,0.97,0.0,0.0,0.0,0.0,0.0,0.0
271.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0
30.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0
437.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0
304.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.28,55.36,0.0,0.0,0.0,0.0,0.0,0.0
50.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51.44,0.0,0.01,0.0,0.0,0.0,0.0,0.0
69.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58.92,0.36,0.0,0.0,0.0,0.0,0.0,0.0
48.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.48,2.74,0.01,0.0,0.0,0.0,0.0,0.0
136.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291.18,0.0,0.0,0.0,0.0,0.0,329407.59,93527.71
32.76,0.0,0.0,0.0,0.0,0.0,82939.0,82971.76
153.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0.0,-0.01,0.0,0.0,0.0,0.0,0.0
115.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224.31,39.54,0.22,0.0,0.0,0.0,0.0,0.0
72.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169.32,0.06,0.0,0.0,0.0,0.0,0.0,0.0
176.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.48,17.75,0.09,0.0,0.0,0.0,0.0,0.0
68.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57.25,40.0,0.0,0.0,0.0,0.0,0.0,0.0
243.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0
898.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.37,3.29,0.0,0.0,0.0,0.0,0.0,0.0
12.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278.3,0.27,0.0,0.0,0.0,0.0,0.0,0.0
102.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,175000.0,0.0,0.0,0.0,0.0
113.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0
345.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0
